event_id,device_id,timestamp,latitude,longitude,speed_kmh,engine_temp_c,battery_pct,status
afbe56a8-d098-47ee-b3c1-f698adaca88c,TRUCK-035,2024-10-01 03:21:00,-34.509171,-58.407272,0,81,66,stopped
21d7f938-5fb7-4328-ae83-d779b861141c,TRUCK-019,2024-10-01 03:35:00,-34.545248,-58.332019,53,96,77,moving
79ac76eb-3d73-459a-be83-2e7dd4bd5039,TRUCK-029,2024-10-01 03:50:00,-34.585336,-58.330176,55,91,98,moving
23bcc318-2329-4d86-8dd3-47cd711f6db5,TRUCK-037,2024-10-01 04:03:00,-34.590025,-58.34495,0,25,86,maintenance
519efa1e-b260-453a-8e6e-3674be7c2d2b,TRUCK-008,2024-10-01 04:12:00,-34.503959,-58.359418,0,21,93,maintenance
72534412-c154-43c5-8143-73b21e41d5d6,TRUCK-001,2024-10-01 04:17:00,-34.586643,-58.470453,83,101,89,moving
3cdf7f33-d692-4440-85d6-324974055d5e,TRUCK-029,2024-10-01 04:22:00,-34.543536,-58.464041,0,74,73,idle
8af0e235-5ac2-4b53-900b-19ea98fa7320,TRUCK-015,2024-10-01 04:33:00,-34.590089,-58.37618,85,95,82,moving
a6357aa9-0e1c-4ade-aec1-600c48f167df,TRUCK-019,2024-10-01 04:38:00,-34.583751,-58.481542,0,81,65,idle
14a04949-8dbc-4583-925d-3612d873f968,TRUCK-044,2024-10-01 04:41:00,-34.568151,-58.369038,84,93,98,moving
a6f0b66e-032d-40f4-b474-9951f8399acc,TRUCK-002,2024-10-01 04:51:00,-34.57548,-58.301741,41,95,73,moving
242cddad-760b-4fea-88e8-da57bc4a7dcc,TRUCK-050,2024-10-01 05:03:00,-34.598797,-58.412175,0,84,100,idle
b5bc43af-f123-4dce-9ceb-4cec85803b49,TRUCK-025,2024-10-01 05:15:00,-34.53528,-58.402465,0,25,81,maintenance
12c941dd-818c-4ab7-b95a-ec728dbc659d,TRUCK-008,2024-10-01 05:30:00,-34.526309,-58.448564,0,73,83,idle
780f8d18-dd1e-406e-a8ec-150fae5ed58d,TRUCK-026,2024-10-01 05:32:00,-34.561012,-58.44214,0,70,89,idle
65e3ea8e-7375-4255-8f6c-efae6ee91c43,TRUCK-014,2024-10-01 05:47:00,-34.560841,-58.420348,0,71,77,stopped
c6efaf93-39b3-4bf1-95ba-4e5c501310a3,TRUCK-007,2024-10-01 05:54:00,-34.575201,-58.416295,78,91,81,moving
ed3ea8d8-b526-4750-9823-2ddbfb66383a,TRUCK-006,2024-10-01 06:08:00,-34.596853,-58.489934,0,77,69,stopped
6b493898-bc87-4372-8578-92525361ff2b,TRUCK-045,2024-10-01 06:11:00,-34.530733,-58.494481,0,29,96,maintenance
b42c8c8f-7f20-4e62-bad5-b10c740e5bd4,TRUCK-006,2024-10-01 06:12:00,-34.537235,-58.487127,0,36,81,maintenance
f25a0ae2-c66c-45c3-8848-73f36aa750cb,TRUCK-040,2024-10-01 06:23:00,-34.563371,-58.400956,0,84,70,idle
48821a0a-6b07-4c37-9660-ae0510c55a3c,TRUCK-001,2024-10-01 06:38:00,-34.549423,-58.470311,0,83,73,idle
c6485f48-a03e-4445-bfbd-eeb5bf1986d6,TRUCK-030,2024-10-01 06:50:00,-34.525231,-58.461371,48,86,98,moving
772a6137-5b5f-4fe3-bf78-6078a2ef0c13,TRUCK-026,2024-10-01 06:55:00,-34.559601,-58.461271,0,21,61,maintenance
38604f21-8a64-4d62-b14b-6736c770bbed,TRUCK-042,2024-10-01 07:00:00,-34.562493,-58.420524,0,71,99,idle
de6cabc2-f0a0-4e51-bc94-fec49ea7b881,TRUCK-039,2024-10-01 07:01:00,-34.509021,-58.378591,88,92,92,moving
b3b37a28-1579-4d39-ae2b-7b82dbe68fc0,TRUCK-015,2024-10-01 07:13:00,-34.54289,-58.381607,0,34,74,maintenance
35e30552-cad2-4966-9938-215843fa9b89,TRUCK-043,2024-10-01 07:21:00,-34.570825,-58.479434,0,82,81,stopped
35ed5367-1089-48bf-9cc2-624e39d2d3f7,TRUCK-027,2024-10-01 07:23:00,-34.585621,-58.407507,0,79,84,idle
7e02f334-75c9-466b-a5fe-d4db9578e087,TRUCK-023,2024-10-01 07:37:00,-34.591187,-58.425703,0,79,95,stopped
4a3401b0-2fb0-4043-a694-66c580c8c6b2,TRUCK-032,2024-10-01 07:42:00,-34.540033,-58.440974,42,87,75,moving
07c37840-7deb-4a42-9a57-447866d3c16c,TRUCK-044,2024-10-01 07:46:00,-34.537409,-58.3178,0,80,94,idle
2dd32719-f0e0-4ecd-8880-581e5f356bca,TRUCK-010,2024-10-01 07:55:00,-34.564825,-58.399208,86,93,90,moving
2a9ae56a-bf2c-456e-af0f-f945adc1a66d,TRUCK-020,2024-10-01 08:06:00,-34.589013,-58.329781,0,74,65,idle
c4957dfa-9eab-401e-b517-ec86cb240053,TRUCK-042,2024-10-01 08:16:00,-34.554077,-58.455076,0,23,73,maintenance
a1714ca0-ed2b-4155-b62b-cfc587006fa0,TRUCK-001,2024-10-01 08:30:00,-34.52433,-58.366538,0,22,88,maintenance
315f26a9-a006-4edb-9ca6-419ec4d54196,TRUCK-011,2024-10-01 08:36:00,-34.547176,-58.415923,0,20,62,maintenance
7d26fa0e-6df0-4de3-8d90-9528b71cdf44,TRUCK-039,2024-10-01 08:45:00,-34.518009,-58.314017,41,105,61,moving
fec63666-ea0c-4360-8b2e-823a6714fe12,TRUCK-044,2024-10-01 08:48:00,-34.557754,-58.304777,0,28,84,maintenance
b9eedfb1-7837-45d4-ac9e-ef67e64e2536,TRUCK-007,2024-10-01 08:57:00,-34.579306,-58.397958,0,82,100,stopped
b3a2245c-5d29-4955-a844-e90adfd0b9e6,TRUCK-028,2024-10-01 09:06:00,-34.550224,-58.429215,0,77,82,idle
8c7fdf8e-9b9d-43d2-9bc9-d70091e9bde9,TRUCK-030,2024-10-01 09:13:00,-34.593817,-58.307996,0,37,92,maintenance
0b7e5b87-9b45-4d68-9a31-bb399fe845fe,TRUCK-048,2024-10-01 09:28:00,-34.597014,-58.35744,0,70,67,stopped
bd92b29f-8f49-4f45-8767-fca2b5c406e7,TRUCK-033,2024-10-01 09:42:00,-34.555537,-58.329223,0,85,84,stopped
0509d14d-0c8d-4e18-8685-c3227f00708f,TRUCK-013,2024-10-01 09:48:00,-34.597034,-58.301986,71,93,93,moving
2341015d-ee0e-4979-8b16-8a9bdf80d19f,TRUCK-033,2024-10-01 09:53:00,-34.533302,-58.451219,0,84,74,stopped
d0348c1b-c553-4a26-aa79-744c38e20916,TRUCK-025,2024-10-01 10:04:00,-34.582099,-58.379517,0,76,63,idle
9fd9a49e-9bea-44c7-8fd9-ba07a9372e67,TRUCK-015,2024-10-01 10:18:00,-34.500524,-58.385733,84,92,70,moving
6b243f9a-a84e-4efd-b4f3-8ad04ade916a,TRUCK-050,2024-10-01 10:31:00,-34.541194,-58.315235,44,86,89,moving
7efcc621-31af-4645-a855-b6f8809d40e0,TRUCK-004,2024-10-01 10:46:00,-34.501483,-58.434811,0,81,88,stopped
48273936-949c-481e-960d-71e23cc1775f,TRUCK-003,2024-10-01 11:01:00,-34.513479,-58.342665,0,70,77,stopped
d55dceaa-1cc0-409a-a653-453fe2af1717,TRUCK-020,2024-10-01 11:11:00,-34.51556,-58.407836,0,30,64,maintenance
2aa188d6-7ada-422c-8893-a7b68f5405fa,TRUCK-016,2024-10-01 11:21:00,-34.58627,-58.383012,0,33,77,maintenance
a67c9be4-c0b3-4053-896f-79753ad96de6,TRUCK-025,2024-10-01 11:26:00,-34.596741,-58.478496,0,76,70,stopped
d0c35b90-2385-42c8-b7f4-87c1ea526e8a,TRUCK-023,2024-10-01 11:37:00,-34.596396,-58.445815,82,86,73,moving
be0dee96-117f-4fb8-9865-3f1a2d333671,TRUCK-043,2024-10-01 11:40:00,-34.571312,-58.315522,0,77,91,idle
0f5be5d4-6c84-42f0-a246-b31dd9de70fa,TRUCK-015,2024-10-01 11:45:00,-34.597084,-58.312815,0,76,88,idle
03455675-21bd-4467-978d-2f792e9a1f47,TRUCK-023,2024-10-01 11:53:00,-34.535889,-58.455966,68,98,79,moving
43dbc185-d8dd-43b8-8b1a-0b6e33cb0653,TRUCK-005,2024-10-01 12:04:00,-34.583126,-58.441226,0,73,97,stopped
8cc3eff6-2b75-483c-ac01-8bd11c4fd85e,TRUCK-030,2024-10-01 12:18:00,-34.598856,-58.462312,0,72,86,stopped
b43c164a-e244-47d6-9950-def6788e508a,TRUCK-038,2024-10-01 12:23:00,-34.571453,-58.439052,71,102,78,moving
aefd5332-141a-4090-9758-5b28788edcca,TRUCK-014,2024-10-01 12:25:00,-34.561777,-58.309961,66,91,96,moving
012b00df-012f-4625-b656-fb9f20bb97c1,TRUCK-043,2024-10-01 12:36:00,-34.54156,-58.458367,0,22,74,maintenance
f2818c53-5106-426b-a923-0fc78786683e,TRUCK-011,2024-10-01 12:51:00,-34.544091,-58.409245,51,89,60,moving
2fec85fc-dfb8-4e5b-a14f-53a942c9491d,TRUCK-027,2024-10-01 13:06:00,-34.593514,-58.349804,0,72,70,idle
341ed01e-511c-4747-843a-0be01c9eb93a,TRUCK-006,2024-10-01 13:20:00,-34.587449,-58.378577,0,80,60,idle
12d3d484-be18-4929-a3b3-64a7ecbcbb65,TRUCK-034,2024-10-01 13:34:00,-34.572695,-58.407019,0,74,76,idle
622ad253-2672-4e78-a2cd-7a5d4b75196f,TRUCK-040,2024-10-01 13:37:00,-34.535056,-58.452236,0,22,87,maintenance
8c4c5873-04ad-44fb-b946-2b796cdfd703,TRUCK-018,2024-10-01 13:40:00,-34.573807,-58.421103,0,82,90,idle
09543663-d9c9-4a83-9e39-dd1921815861,TRUCK-021,2024-10-01 13:52:00,-34.54643,-58.393048,52,100,60,moving
4e5dc395-662a-4764-b77e-028778573a55,TRUCK-042,2024-10-01 13:55:00,-34.530762,-58.447307,72,103,75,moving
4934af8b-62d5-4e3b-ba5c-26585df8fff3,TRUCK-021,2024-10-01 14:10:00,-34.525391,-58.461491,56,104,99,moving
a076bd66-5136-4e71-8c51-1909a23095ce,TRUCK-043,2024-10-01 14:15:00,-34.567394,-58.382214,0,74,69,stopped
e8ad26c7-fb91-4648-84f2-aa6fde8775dd,TRUCK-040,2024-10-01 14:28:00,-34.514304,-58.322288,0,82,86,stopped
02d62121-5ccf-45b4-8d8f-024427c4d059,TRUCK-047,2024-10-01 14:33:00,-34.554174,-58.43827,0,28,100,maintenance
d5c56608-166f-4694-8b6c-420786f9eead,TRUCK-041,2024-10-01 14:43:00,-34.516543,-58.351848,0,40,61,maintenance
667164a1-bc09-46e1-ae36-383f8a40b5d4,TRUCK-021,2024-10-01 14:48:00,-34.54973,-58.403043,0,76,74,idle
5c7547bf-6654-40f9-b829-40c39e8f257d,TRUCK-025,2024-10-01 14:55:00,-34.524894,-58.44433,54,99,83,moving
6e9a4567-5976-49d0-962b-4f83c870220f,TRUCK-006,2024-10-01 14:58:00,-34.560107,-58.485348,0,83,93,stopped
bace8e2e-81b9-43cc-8b88-22340070976b,TRUCK-032,2024-10-01 15:12:00,-34.584947,-58.312926,0,76,93,idle
f79419c9-863d-46f2-8309-e6784c11f5e6,TRUCK-032,2024-10-01 15:24:00,-34.516573,-58.392809,0,79,92,stopped
5e11859a-c492-42a7-a69a-2bbf3f5f8025,TRUCK-017,2024-10-01 15:38:00,-34.509794,-58.430426,0,33,88,maintenance
42d49e71-7764-4c51-84eb-4af5f01bed23,TRUCK-002,2024-10-01 15:50:00,-34.548387,-58.481746,0,70,89,stopped
e3931076-f853-432f-aff2-80ecaf8bda1e,TRUCK-039,2024-10-01 15:53:00,-34.500056,-58.426999,43,101,100,moving
d1052f61-48eb-4891-a337-8a46cf2ded06,TRUCK-040,2024-10-01 15:55:00,-34.578755,-58.458776,0,74,84,idle
b3324f38-c039-49b5-a80c-073c142da7a3,TRUCK-005,2024-10-01 15:59:00,-34.533398,-58.408198,0,76,87,stopped
07a56a39-9286-4fb7-84d7-c60a53dc381c,TRUCK-002,2024-10-01 16:12:00,-34.576029,-58.462586,65,100,72,moving
a7749127-b40c-47b1-9f34-468b9a18127d,TRUCK-023,2024-10-01 16:18:00,-34.559227,-58.403058,45,99,70,moving
1c53a1a9-9b44-4c0b-9151-c7ad09e45415,TRUCK-024,2024-10-01 16:32:00,-34.551025,-58.456551,0,76,76,idle
ebd05993-0253-4abb-905d-7778d4796827,TRUCK-011,2024-10-01 16:33:00,-34.508468,-58.367327,79,98,73,moving
637f5cae-6e09-4766-b083-6687d01c4d2c,TRUCK-027,2024-10-01 16:41:00,-34.59783,-58.384455,0,38,81,maintenance
7a4c5f84-826f-4b5b-8fe0-859b17b27bc4,TRUCK-019,2024-10-01 16:46:00,-34.571465,-58.439318,0,28,98,maintenance
c20e6cd4-c08a-44bd-a17a-dcaf47cf291f,TRUCK-047,2024-10-01 16:57:00,-34.515055,-58.46862,0,22,99,maintenance
34ef1863-f836-407a-8d44-7e424fd519e5,TRUCK-031,2024-10-01 16:59:00,-34.519877,-58.344613,0,26,77,maintenance
3ae3c9b7-9fa3-44a5-a1fc-f9316a7e7b76,TRUCK-032,2024-10-01 17:09:00,-34.548621,-58.377864,0,79,87,idle
4901e286-f8bb-4fb4-bb4e-2ab268a1dced,TRUCK-049,2024-10-01 17:18:00,-34.536149,-58.375181,0,81,76,stopped
53046dd7-e076-4333-84c0-49bd20152889,TRUCK-036,2024-10-01 17:28:00,-34.584082,-58.437813,77,85,82,moving
6b948924-c62e-45bf-bb4e-211957bafb37,TRUCK-014,2024-10-01 17:41:00,-34.597919,-58.472978,0,80,93,idle
fb2cdf6c-417f-4334-b64b-c26e46cfd113,TRUCK-001,2024-10-01 17:54:00,-34.558012,-58.458932,0,84,87,stopped
6dc1e24f-14f3-4693-8853-240d8ff44010,TRUCK-048,2024-10-01 17:57:00,-34.56106,-58.433922,0,25,95,maintenance
3023e977-dc98-4dc3-831d-79ec6fe5d8ba,TRUCK-022,2024-10-01 18:00:00,-34.518966,-58.476891,0,73,84,idle
8da0f70a-ab03-4fa8-9d34-dca2b08b16ea,TRUCK-013,2024-10-01 18:13:00,-34.533267,-58.44028,0,82,89,stopped
7db12055-1e32-4600-85e9-64e959b5ddc3,TRUCK-041,2024-10-01 18:14:00,-34.594893,-58.473984,48,92,80,moving
6b6c2d39-677e-4305-aa0d-dfbdcc88a743,TRUCK-045,2024-10-01 18:22:00,-34.551477,-58.368563,0,31,67,maintenance
dcde7a96-9d48-424d-a0aa-b4bbf36313a0,TRUCK-007,2024-10-01 18:25:00,-34.518305,-58.355021,0,31,82,maintenance
22ca53bb-0acf-4d53-9d83-43742c87e312,TRUCK-049,2024-10-01 18:29:00,-34.512557,-58.420888,0,84,80,stopped
3c4e5caa-4879-4760-86bb-3ae3728b3bf8,TRUCK-046,2024-10-01 18:42:00,-34.518612,-58.377614,0,25,74,maintenance
98b71a12-7f4f-488a-ab17-179f4afe2d3c,TRUCK-002,2024-10-01 18:44:00,-34.520086,-58.343389,90,100,84,moving
b2fb4f45-fa21-4cfb-a883-324ba5170d03,TRUCK-024,2024-10-01 18:53:00,-34.508917,-58.389358,0,78,82,idle
6b488cd4-07ce-4edb-bd10-1de3a16e53b5,TRUCK-037,2024-10-01 18:55:00,-34.594564,-58.47199,0,77,96,stopped
f533ab5d-6c80-46bd-a78d-d00f5a857fd4,TRUCK-021,2024-10-01 19:03:00,-34.521266,-58.353646,0,72,71,idle
70b6a9ac-5a3c-463f-8150-e6402e3bec8d,TRUCK-049,2024-10-01 19:09:00,-34.519153,-58.36681,70,88,92,moving
60f55ed8-9484-4530-9861-e37f74eeca71,TRUCK-014,2024-10-01 19:14:00,-34.566376,-58.420782,0,73,77,stopped
066c52e9-6f64-4bb2-aef2-00898cd4ad54,TRUCK-009,2024-10-01 19:26:00,-34.542186,-58.418085,0,80,77,idle
d54e8125-e2b4-47d1-9771-5623ba3dc179,TRUCK-008,2024-10-01 19:35:00,-34.505331,-58.386172,0,71,82,stopped
b365e9f2-e83c-400d-b889-f2dce5e6092d,TRUCK-042,2024-10-01 19:37:00,-34.535935,-58.309972,0,71,100,stopped
a4b97bbd-77b0-471b-857e-ecb9842b1d92,TRUCK-048,2024-10-01 19:43:00,-34.506185,-58.374823,0,33,93,maintenance
382cf618-fffa-4259-8d9c-1b9c6e9f0ae5,TRUCK-019,2024-10-01 19:51:00,-34.558416,-58.310368,0,77,86,idle
97a151fa-2682-436a-807c-dda2020ab045,TRUCK-033,2024-10-01 19:58:00,-34.536203,-58.420191,0,73,95,stopped
9b4b39d4-1830-4638-a176-c77d5a22ea14,TRUCK-043,2024-10-01 20:04:00,-34.570762,-58.429927,0,76,72,stopped
c13fae93-3375-4b3f-93f7-6c89c35c3de5,TRUCK-030,2024-10-01 20:11:00,-34.561139,-58.487398,0,34,74,maintenance
7dd50e6d-86ae-4210-ac2e-2a82eead8139,TRUCK-013,2024-10-01 20:14:00,-34.503894,-58.309208,90,101,97,moving
04c8c2ed-466b-4069-9a7c-db39f9752a79,TRUCK-050,2024-10-01 20:19:00,-34.522508,-58.367895,0,82,97,stopped
5d91f78b-fcab-46df-b037-621bbe3e8abf,TRUCK-015,2024-10-01 20:33:00,-34.582776,-58.393019,86,102,94,moving
a2c4e8b5-2d76-4f23-90f7-29e20bacf7ca,TRUCK-004,2024-10-01 20:41:00,-34.574207,-58.472961,0,38,92,maintenance
5778381d-fb3d-4901-8efd-8dddb05a2e73,TRUCK-038,2024-10-01 20:53:00,-34.589107,-58.337477,85,90,73,moving
1805b264-ff09-438a-80f3-26f6f7ba88a1,TRUCK-002,2024-10-01 21:01:00,-34.597743,-58.456931,0,80,64,stopped
5c29dc79-c93e-4edd-8ec1-bf99fc0e32e2,TRUCK-022,2024-10-01 21:05:00,-34.525333,-58.418593,68,99,78,moving
63ea43e3-dd5c-4e35-89cf-f03b36c061c1,TRUCK-023,2024-10-01 21:17:00,-34.509455,-58.336894,67,104,89,moving
793de198-be99-4e20-a4e1-6c204a864e7b,TRUCK-018,2024-10-01 21:32:00,-34.5382,-58.47295,0,84,73,idle
b130e011-737c-4bee-8514-9731ad1dc472,TRUCK-045,2024-10-01 21:45:00,-34.525093,-58.383298,0,80,84,stopped
2da0b04e-00bf-444d-bb48-61e804462e06,TRUCK-034,2024-10-01 21:59:00,-34.535015,-58.43279,79,90,100,moving
041dc275-3dd3-47d6-9dab-89dcb5751250,TRUCK-027,2024-10-01 22:06:00,-34.528296,-58.436964,75,105,94,moving
968799fb-86fe-4ce2-b218-641d4b107f5d,TRUCK-035,2024-10-01 22:15:00,-34.574958,-58.498991,0,78,79,idle
b48ba2b9-ec62-4f93-b665-dfeb0e577c33,TRUCK-034,2024-10-01 22:23:00,-34.558825,-58.358472,62,102,84,moving
5fb86c43-5907-44f1-9af7-93aea017555f,TRUCK-034,2024-10-01 22:30:00,-34.538435,-58.371248,53,92,66,moving
4f33feb3-5566-4f74-a7ff-3de1cdcc5842,TRUCK-011,2024-10-01 22:44:00,-34.536365,-58.372745,0,75,65,stopped
a63334fb-2143-4218-9416-72700cd1da7c,TRUCK-002,2024-10-01 22:47:00,-34.568145,-58.335978,64,103,67,moving
679834eb-2725-4118-97fc-ce3bbf26a288,TRUCK-050,2024-10-01 23:00:00,-34.59307,-58.45391,76,92,97,moving
4aa00e74-a048-4e7e-aba5-9a2ba60ed04a,TRUCK-014,2024-10-01 23:10:00,-34.525962,-58.39775,0,21,78,maintenance
84ddd051-7c09-4734-ba27-f8a9be34fd5d,TRUCK-010,2024-10-01 23:17:00,-34.545059,-58.497643,67,94,70,moving
8f312766-1b87-448c-9ac9-553ba32bc53d,TRUCK-023,2024-10-01 23:30:00,-34.578437,-58.327018,0,78,100,idle
aecccdc6-b6c7-4b6b-8163-8d7d12974d5c,TRUCK-020,2024-10-01 23:36:00,-34.569631,-58.464021,0,79,95,idle
3f78ae12-54ab-4a92-b3b3-c27cd6226db3,TRUCK-019,2024-10-01 23:39:00,-34.598105,-58.343931,0,76,90,idle
f8ff19b2-bb37-414e-9baa-8b44681eee4c,TRUCK-016,2024-10-01 23:45:00,-34.568863,-58.407189,0,71,72,stopped
0889f69e-302c-4742-b064-8484f389d19e,TRUCK-028,2024-10-01 23:57:00,-34.556839,-58.432067,0,81,89,idle
03464847-caff-4d05-837f-095c8ea869e0,TRUCK-032,2024-10-02 00:08:00,-34.578808,-58.300457,56,87,69,moving
b7d33b3e-a0c0-4597-8180-a12b1e000ec4,TRUCK-005,2024-10-02 00:18:00,-34.571826,-58.417721,0,39,69,maintenance
0235283c-b29d-4b27-a1fd-cfdbc53ff955,TRUCK-015,2024-10-02 00:32:00,-34.59934,-58.310446,0,73,96,stopped
ba89786e-b5fb-4195-a8e5-9c55308487e3,TRUCK-039,2024-10-02 00:44:00,-34.541563,-58.473501,42,102,79,moving
756a9649-0cc0-420c-a305-d523e80d1339,TRUCK-017,2024-10-02 00:54:00,-34.574337,-58.414582,0,26,100,maintenance
919d5e14-ff22-4a40-bc64-f13fd7fbbc6d,TRUCK-019,2024-10-02 01:07:00,-34.512905,-58.369326,0,28,71,maintenance
9a4a0a1b-1d4b-4dac-9e9c-7d93cbe3d180,TRUCK-042,2024-10-02 01:22:00,-34.518834,-58.307452,84,104,60,moving
0d208716-0217-492e-8512-8626a8ce656d,TRUCK-016,2024-10-02 01:31:00,-34.583268,-58.446719,78,99,64,moving
861c0478-8922-4389-b991-29acb4adf66b,TRUCK-032,2024-10-02 01:32:00,-34.531647,-58.404097,0,71,99,idle
bf26eb19-cdf6-4efc-92ac-2b399cce3ff5,TRUCK-023,2024-10-02 01:34:00,-34.51487,-58.405349,49,91,86,moving
0035cf63-41df-4d51-96a8-eb2209cc3423,TRUCK-048,2024-10-02 01:47:00,-34.539645,-58.30711,0,85,82,idle
cfa120a7-f6f8-4370-968e-6feb40edf960,TRUCK-004,2024-10-02 01:57:00,-34.531527,-58.465152,0,84,68,idle
b6fa01f9-b5ae-44a8-bf8d-0a4f1113e8d9,TRUCK-033,2024-10-02 02:05:00,-34.553689,-58.342248,0,27,78,maintenance
19290cb6-dd45-42b9-aa39-90badfa92dd2,TRUCK-009,2024-10-02 02:11:00,-34.566118,-58.483312,0,80,77,idle
0c646cc0-8fcc-4d2b-b981-64927550e60d,TRUCK-014,2024-10-02 02:16:00,-34.523311,-58.432351,0,35,88,maintenance
63435737-0777-4e15-a590-87dba463b443,TRUCK-023,2024-10-02 02:20:00,-34.515202,-58.435663,0,84,72,stopped
4f14d673-d389-475a-ad9d-1c4e630022dd,TRUCK-001,2024-10-02 02:33:00,-34.581804,-58.312053,0,78,99,stopped
462cc51f-6254-4a79-837a-d9bce9ee2470,TRUCK-037,2024-10-02 02:42:00,-34.539037,-58.396082,0,84,87,stopped
b4ee8142-1265-432f-8646-2fd609311774,TRUCK-032,2024-10-02 02:54:00,-34.521325,-58.430397,0,20,100,maintenance
37204faa-aa79-445e-978e-eacd3116790c,TRUCK-050,2024-10-02 02:59:00,-34.570673,-58.413803,0,84,60,stopped
5d99ceb7-0738-4ea0-8ee6-a6b2b6c3a792,TRUCK-010,2024-10-02 03:11:00,-34.581607,-58.368067,0,77,90,idle
a777170b-c2ed-405f-8955-03e0ba665bda,TRUCK-033,2024-10-02 03:18:00,-34.520359,-58.361286,0,85,71,stopped
1cdf2279-b5bd-47a6-9e55-a85b96a0d11e,TRUCK-040,2024-10-02 03:28:00,-34.505813,-58.339612,0,85,98,stopped
cb400b8d-dafa-48d6-8600-83b182fc9df0,TRUCK-037,2024-10-02 03:40:00,-34.553952,-58.414751,0,79,100,stopped
0661556f-5c90-4465-8a94-72cc505e6af7,TRUCK-011,2024-10-02 03:51:00,-34.549286,-58.39072,0,76,60,idle
fa5764fc-d65d-479b-8421-e475d7b3b875,TRUCK-018,2024-10-02 03:59:00,-34.524738,-58.431582,50,86,62,moving
b83df7c5-229b-4564-8beb-e16951e22fc6,TRUCK-010,2024-10-02 04:10:00,-34.57967,-58.446464,0,76,69,stopped
